dataset_name,gan_patch_id,image_id,species_name,binary_label,binary_group,fold_id,patch_size,x_start,y_start,raw_path,file_path,source_type
dataset2,Enterococcus_faecalis_16_256_512_512,Enterococcus.faecalis_16,Enterococcus.faecalis,0,cocci,1,256,512,512,Dataset-Bacteria/Enterococcus faecalis/16.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_16_256_512_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_16_256_768_512,Enterococcus.faecalis_16,Enterococcus.faecalis,0,cocci,1,256,768,512,Dataset-Bacteria/Enterococcus faecalis/16.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_16_256_768_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_16_256_256_768,Enterococcus.faecalis_16,Enterococcus.faecalis,0,cocci,1,256,256,768,Dataset-Bacteria/Enterococcus faecalis/16.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_16_256_256_768.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_16_256_512_768,Enterococcus.faecalis_16,Enterococcus.faecalis,0,cocci,1,256,512,768,Dataset-Bacteria/Enterococcus faecalis/16.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_16_256_512_768.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_16_256_768_768,Enterococcus.faecalis_16,Enterococcus.faecalis,0,cocci,1,256,768,768,Dataset-Bacteria/Enterococcus faecalis/16.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_16_256_768_768.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_20_256_256_256,Enterococcus.faecalis_20,Enterococcus.faecalis,0,cocci,1,256,256,256,Dataset-Bacteria/Enterococcus faecalis/20.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_20_256_256_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_20_256_512_256,Enterococcus.faecalis_20,Enterococcus.faecalis,0,cocci,1,256,512,256,Dataset-Bacteria/Enterococcus faecalis/20.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_20_256_512_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_20_256_768_256,Enterococcus.faecalis_20,Enterococcus.faecalis,0,cocci,1,256,768,256,Dataset-Bacteria/Enterococcus faecalis/20.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_20_256_768_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_20_256_256_512,Enterococcus.faecalis_20,Enterococcus.faecalis,0,cocci,1,256,256,512,Dataset-Bacteria/Enterococcus faecalis/20.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_20_256_256_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_20_256_512_512,Enterococcus.faecalis_20,Enterococcus.faecalis,0,cocci,1,256,512,512,Dataset-Bacteria/Enterococcus faecalis/20.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_20_256_512_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_20_256_768_512,Enterococcus.faecalis_20,Enterococcus.faecalis,0,cocci,1,256,768,512,Dataset-Bacteria/Enterococcus faecalis/20.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_20_256_768_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_20_256_256_768,Enterococcus.faecalis_20,Enterococcus.faecalis,0,cocci,1,256,256,768,Dataset-Bacteria/Enterococcus faecalis/20.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_20_256_256_768.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_20_256_512_768,Enterococcus.faecalis_20,Enterococcus.faecalis,0,cocci,1,256,512,768,Dataset-Bacteria/Enterococcus faecalis/20.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_20_256_512_768.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_20_256_768_768,Enterococcus.faecalis_20,Enterococcus.faecalis,0,cocci,1,256,768,768,Dataset-Bacteria/Enterococcus faecalis/20.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_20_256_768_768.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_21_256_256_256,Enterococcus.faecalis_21,Enterococcus.faecalis,0,cocci,1,256,256,256,Dataset-Bacteria/Enterococcus faecalis/21.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_21_256_256_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_21_256_512_256,Enterococcus.faecalis_21,Enterococcus.faecalis,0,cocci,1,256,512,256,Dataset-Bacteria/Enterococcus faecalis/21.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_21_256_512_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_21_256_768_256,Enterococcus.faecalis_21,Enterococcus.faecalis,0,cocci,1,256,768,256,Dataset-Bacteria/Enterococcus faecalis/21.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_21_256_768_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_21_256_256_512,Enterococcus.faecalis_21,Enterococcus.faecalis,0,cocci,1,256,256,512,Dataset-Bacteria/Enterococcus faecalis/21.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_21_256_256_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_21_256_512_512,Enterococcus.faecalis_21,Enterococcus.faecalis,0,cocci,1,256,512,512,Dataset-Bacteria/Enterococcus faecalis/21.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_21_256_512_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_21_256_768_512,Enterococcus.faecalis_21,Enterococcus.faecalis,0,cocci,1,256,768,512,Dataset-Bacteria/Enterococcus faecalis/21.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_21_256_768_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_21_256_256_768,Enterococcus.faecalis_21,Enterococcus.faecalis,0,cocci,1,256,256,768,Dataset-Bacteria/Enterococcus faecalis/21.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_21_256_256_768.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_21_256_512_768,Enterococcus.faecalis_21,Enterococcus.faecalis,0,cocci,1,256,512,768,Dataset-Bacteria/Enterococcus faecalis/21.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_21_256_512_768.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_21_256_768_768,Enterococcus.faecalis_21,Enterococcus.faecalis,0,cocci,1,256,768,768,Dataset-Bacteria/Enterococcus faecalis/21.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_21_256_768_768.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_24_256_256_256,Enterococcus.faecalis_24,Enterococcus.faecalis,0,cocci,1,256,256,256,Dataset-Bacteria/Enterococcus faecalis/24.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_24_256_256_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_24_256_512_256,Enterococcus.faecalis_24,Enterococcus.faecalis,0,cocci,1,256,512,256,Dataset-Bacteria/Enterococcus faecalis/24.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_24_256_512_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_24_256_768_256,Enterococcus.faecalis_24,Enterococcus.faecalis,0,cocci,1,256,768,256,Dataset-Bacteria/Enterococcus faecalis/24.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_24_256_768_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_24_256_256_512,Enterococcus.faecalis_24,Enterococcus.faecalis,0,cocci,1,256,256,512,Dataset-Bacteria/Enterococcus faecalis/24.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_24_256_256_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_24_256_512_512,Enterococcus.faecalis_24,Enterococcus.faecalis,0,cocci,1,256,512,512,Dataset-Bacteria/Enterococcus faecalis/24.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_24_256_512_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_24_256_768_512,Enterococcus.faecalis_24,Enterococcus.faecalis,0,cocci,1,256,768,512,Dataset-Bacteria/Enterococcus faecalis/24.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_24_256_768_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_24_256_256_768,Enterococcus.faecalis_24,Enterococcus.faecalis,0,cocci,1,256,256,768,Dataset-Bacteria/Enterococcus faecalis/24.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_24_256_256_768.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_24_256_512_768,Enterococcus.faecalis_24,Enterococcus.faecalis,0,cocci,1,256,512,768,Dataset-Bacteria/Enterococcus faecalis/24.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_24_256_512_768.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_24_256_768_768,Enterococcus.faecalis_24,Enterococcus.faecalis,0,cocci,1,256,768,768,Dataset-Bacteria/Enterococcus faecalis/24.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_24_256_768_768.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_34_256_256_256,Enterococcus.faecalis_34,Enterococcus.faecalis,0,cocci,1,256,256,256,Dataset-Bacteria/Enterococcus faecalis/34.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_34_256_256_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_34_256_512_256,Enterococcus.faecalis_34,Enterococcus.faecalis,0,cocci,1,256,512,256,Dataset-Bacteria/Enterococcus faecalis/34.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_34_256_512_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_34_256_256_512,Enterococcus.faecalis_34,Enterococcus.faecalis,0,cocci,1,256,256,512,Dataset-Bacteria/Enterococcus faecalis/34.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_34_256_256_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_34_256_512_512,Enterococcus.faecalis_34,Enterococcus.faecalis,0,cocci,1,256,512,512,Dataset-Bacteria/Enterococcus faecalis/34.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_34_256_512_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_36_256_256_256,Enterococcus.faecalis_36,Enterococcus.faecalis,0,cocci,1,256,256,256,Dataset-Bacteria/Enterococcus faecalis/36.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_36_256_256_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_36_256_512_256,Enterococcus.faecalis_36,Enterococcus.faecalis,0,cocci,1,256,512,256,Dataset-Bacteria/Enterococcus faecalis/36.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_36_256_512_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_36_256_256_512,Enterococcus.faecalis_36,Enterococcus.faecalis,0,cocci,1,256,256,512,Dataset-Bacteria/Enterococcus faecalis/36.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_36_256_256_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_36_256_512_512,Enterococcus.faecalis_36,Enterococcus.faecalis,0,cocci,1,256,512,512,Dataset-Bacteria/Enterococcus faecalis/36.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_36_256_512_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_50_256_256_256,Enterococcus.faecalis_50,Enterococcus.faecalis,0,cocci,1,256,256,256,Dataset-Bacteria/Enterococcus faecalis/50.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_50_256_256_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_50_256_512_256,Enterococcus.faecalis_50,Enterococcus.faecalis,0,cocci,1,256,512,256,Dataset-Bacteria/Enterococcus faecalis/50.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_50_256_512_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_50_256_256_512,Enterococcus.faecalis_50,Enterococcus.faecalis,0,cocci,1,256,256,512,Dataset-Bacteria/Enterococcus faecalis/50.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_50_256_256_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_50_256_512_512,Enterococcus.faecalis_50,Enterococcus.faecalis,0,cocci,1,256,512,512,Dataset-Bacteria/Enterococcus faecalis/50.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_50_256_512_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_60_256_256_256,Enterococcus.faecalis_60,Enterococcus.faecalis,0,cocci,1,256,256,256,Dataset-Bacteria/Enterococcus faecalis/60.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_60_256_256_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_60_256_512_256,Enterococcus.faecalis_60,Enterococcus.faecalis,0,cocci,1,256,512,256,Dataset-Bacteria/Enterococcus faecalis/60.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_60_256_512_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_60_256_256_512,Enterococcus.faecalis_60,Enterococcus.faecalis,0,cocci,1,256,256,512,Dataset-Bacteria/Enterococcus faecalis/60.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_60_256_256_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_60_256_512_512,Enterococcus.faecalis_60,Enterococcus.faecalis,0,cocci,1,256,512,512,Dataset-Bacteria/Enterococcus faecalis/60.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_60_256_512_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_60_256_768_512,Enterococcus.faecalis_60,Enterococcus.faecalis,0,cocci,1,256,768,512,Dataset-Bacteria/Enterococcus faecalis/60.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_60_256_768_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecalis_60_256_512_768,Enterococcus.faecalis_60,Enterococcus.faecalis,0,cocci,1,256,512,768,Dataset-Bacteria/Enterococcus faecalis/60.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecalis_60_256_512_768.png,real_cocci_for_gan
dataset2,Enterococcus_faecium_04_256_256_256,Enterococcus.faecium_04,Enterococcus.faecium,0,cocci,1,256,256,256,Dataset-Bacteria/Enterococcus faecium/04.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecium_04_256_256_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecium_04_256_512_256,Enterococcus.faecium_04,Enterococcus.faecium,0,cocci,1,256,512,256,Dataset-Bacteria/Enterococcus faecium/04.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecium_04_256_512_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecium_04_256_768_256,Enterococcus.faecium_04,Enterococcus.faecium,0,cocci,1,256,768,256,Dataset-Bacteria/Enterococcus faecium/04.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecium_04_256_768_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecium_04_256_256_512,Enterococcus.faecium_04,Enterococcus.faecium,0,cocci,1,256,256,512,Dataset-Bacteria/Enterococcus faecium/04.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecium_04_256_256_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecium_04_256_512_512,Enterococcus.faecium_04,Enterococcus.faecium,0,cocci,1,256,512,512,Dataset-Bacteria/Enterococcus faecium/04.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecium_04_256_512_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecium_04_256_768_512,Enterococcus.faecium_04,Enterococcus.faecium,0,cocci,1,256,768,512,Dataset-Bacteria/Enterococcus faecium/04.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecium_04_256_768_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecium_04_256_256_768,Enterococcus.faecium_04,Enterococcus.faecium,0,cocci,1,256,256,768,Dataset-Bacteria/Enterococcus faecium/04.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecium_04_256_256_768.png,real_cocci_for_gan
dataset2,Enterococcus_faecium_04_256_512_768,Enterococcus.faecium_04,Enterococcus.faecium,0,cocci,1,256,512,768,Dataset-Bacteria/Enterococcus faecium/04.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecium_04_256_512_768.png,real_cocci_for_gan
dataset2,Enterococcus_faecium_04_256_768_768,Enterococcus.faecium_04,Enterococcus.faecium,0,cocci,1,256,768,768,Dataset-Bacteria/Enterococcus faecium/04.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecium_04_256_768_768.png,real_cocci_for_gan
dataset2,Enterococcus_faecium_05_256_256_256,Enterococcus.faecium_05,Enterococcus.faecium,0,cocci,1,256,256,256,Dataset-Bacteria/Enterococcus faecium/05.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecium_05_256_256_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecium_05_256_512_256,Enterococcus.faecium_05,Enterococcus.faecium,0,cocci,1,256,512,256,Dataset-Bacteria/Enterococcus faecium/05.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecium_05_256_512_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecium_05_256_768_256,Enterococcus.faecium_05,Enterococcus.faecium,0,cocci,1,256,768,256,Dataset-Bacteria/Enterococcus faecium/05.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecium_05_256_768_256.png,real_cocci_for_gan
dataset2,Enterococcus_faecium_05_256_256_512,Enterococcus.faecium_05,Enterococcus.faecium,0,cocci,1,256,256,512,Dataset-Bacteria/Enterococcus faecium/05.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecium_05_256_256_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecium_05_256_512_512,Enterococcus.faecium_05,Enterococcus.faecium,0,cocci,1,256,512,512,Dataset-Bacteria/Enterococcus faecium/05.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecium_05_256_512_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecium_05_256_768_512,Enterococcus.faecium_05,Enterococcus.faecium,0,cocci,1,256,768,512,Dataset-Bacteria/Enterococcus faecium/05.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecium_05_256_768_512.png,real_cocci_for_gan
dataset2,Enterococcus_faecium_05_256_256_768,Enterococcus.faecium_05,Enterococcus.faecium,0,cocci,1,256,256,768,Dataset-Bacteria/Enterococcus faecium/05.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecium_05_256_256_768.png,real_cocci_for_gan
dataset2,Enterococcus_faecium_05_256_512_768,Enterococcus.faecium_05,Enterococcus.faecium,0,cocci,1,256,512,768,Dataset-Bacteria/Enterococcus faecium/05.png,gan_patches_256/dataset2/fold_1/Enterococcus_faecium_05_256_512_768.png,real_cocci_for_gan
