dataset_name,patch_id,image_id,species_name,binary_label,binary_group,fold_id,patch_size,x_start,y_start,raw_path,file_path,source_type
dataset2,Clostridium_perfringens_01_224_896_672,Clostridium.perfringens_01,Clostridium.perfringens,1,bacilli,1,224,896,672,Dataset-Bacteria/Clostridium perfringens/01.png,patches_224/dataset2/fold_1/Clostridium_perfringens_01_224_896_672.png,real
dataset2,Clostridium_perfringens_01_224_448_896,Clostridium.perfringens_01,Clostridium.perfringens,1,bacilli,1,224,448,896,Dataset-Bacteria/Clostridium perfringens/01.png,patches_224/dataset2/fold_1/Clostridium_perfringens_01_224_448_896.png,real
dataset2,Clostridium_perfringens_01_224_672_896,Clostridium.perfringens_01,Clostridium.perfringens,1,bacilli,1,224,672,896,Dataset-Bacteria/Clostridium perfringens/01.png,patches_224/dataset2/fold_1/Clostridium_perfringens_01_224_672_896.png,real
dataset2,Clostridium_perfringens_05_224_224_224,Clostridium.perfringens_05,Clostridium.perfringens,1,bacilli,1,224,224,224,Dataset-Bacteria/Clostridium perfringens/05.png,patches_224/dataset2/fold_1/Clostridium_perfringens_05_224_224_224.png,real
dataset2,Clostridium_perfringens_05_224_448_224,Clostridium.perfringens_05,Clostridium.perfringens,1,bacilli,1,224,448,224,Dataset-Bacteria/Clostridium perfringens/05.png,patches_224/dataset2/fold_1/Clostridium_perfringens_05_224_448_224.png,real
dataset2,Clostridium_perfringens_05_224_672_224,Clostridium.perfringens_05,Clostridium.perfringens,1,bacilli,1,224,672,224,Dataset-Bacteria/Clostridium perfringens/05.png,patches_224/dataset2/fold_1/Clostridium_perfringens_05_224_672_224.png,real
dataset2,Clostridium_perfringens_05_224_224_448,Clostridium.perfringens_05,Clostridium.perfringens,1,bacilli,1,224,224,448,Dataset-Bacteria/Clostridium perfringens/05.png,patches_224/dataset2/fold_1/Clostridium_perfringens_05_224_224_448.png,real
dataset2,Clostridium_perfringens_05_224_448_448,Clostridium.perfringens_05,Clostridium.perfringens,1,bacilli,1,224,448,448,Dataset-Bacteria/Clostridium perfringens/05.png,patches_224/dataset2/fold_1/Clostridium_perfringens_05_224_448_448.png,real
dataset2,Clostridium_perfringens_05_224_672_448,Clostridium.perfringens_05,Clostridium.perfringens,1,bacilli,1,224,672,448,Dataset-Bacteria/Clostridium perfringens/05.png,patches_224/dataset2/fold_1/Clostridium_perfringens_05_224_672_448.png,real
dataset2,Clostridium_perfringens_05_224_896_448,Clostridium.perfringens_05,Clostridium.perfringens,1,bacilli,1,224,896,448,Dataset-Bacteria/Clostridium perfringens/05.png,patches_224/dataset2/fold_1/Clostridium_perfringens_05_224_896_448.png,real
dataset2,Clostridium_perfringens_05_224_224_672,Clostridium.perfringens_05,Clostridium.perfringens,1,bacilli,1,224,224,672,Dataset-Bacteria/Clostridium perfringens/05.png,patches_224/dataset2/fold_1/Clostridium_perfringens_05_224_224_672.png,real
dataset2,Clostridium_perfringens_05_224_448_672,Clostridium.perfringens_05,Clostridium.perfringens,1,bacilli,1,224,448,672,Dataset-Bacteria/Clostridium perfringens/05.png,patches_224/dataset2/fold_1/Clostridium_perfringens_05_224_448_672.png,real
dataset2,Clostridium_perfringens_05_224_672_672,Clostridium.perfringens_05,Clostridium.perfringens,1,bacilli,1,224,672,672,Dataset-Bacteria/Clostridium perfringens/05.png,patches_224/dataset2/fold_1/Clostridium_perfringens_05_224_672_672.png,real
dataset2,Clostridium_perfringens_05_224_896_672,Clostridium.perfringens_05,Clostridium.perfringens,1,bacilli,1,224,896,672,Dataset-Bacteria/Clostridium perfringens/05.png,patches_224/dataset2/fold_1/Clostridium_perfringens_05_224_896_672.png,real
dataset2,Clostridium_perfringens_05_224_448_896,Clostridium.perfringens_05,Clostridium.perfringens,1,bacilli,1,224,448,896,Dataset-Bacteria/Clostridium perfringens/05.png,patches_224/dataset2/fold_1/Clostridium_perfringens_05_224_448_896.png,real
dataset2,Clostridium_perfringens_05_224_672_896,Clostridium.perfringens_05,Clostridium.perfringens,1,bacilli,1,224,672,896,Dataset-Bacteria/Clostridium perfringens/05.png,patches_224/dataset2/fold_1/Clostridium_perfringens_05_224_672_896.png,real
dataset2,Clostridium_perfringens_07_224_224_224,Clostridium.perfringens_07,Clostridium.perfringens,1,bacilli,1,224,224,224,Dataset-Bacteria/Clostridium perfringens/07.png,patches_224/dataset2/fold_1/Clostridium_perfringens_07_224_224_224.png,real
dataset2,Clostridium_perfringens_07_224_448_224,Clostridium.perfringens_07,Clostridium.perfringens,1,bacilli,1,224,448,224,Dataset-Bacteria/Clostridium perfringens/07.png,patches_224/dataset2/fold_1/Clostridium_perfringens_07_224_448_224.png,real
dataset2,Clostridium_perfringens_07_224_672_224,Clostridium.perfringens_07,Clostridium.perfringens,1,bacilli,1,224,672,224,Dataset-Bacteria/Clostridium perfringens/07.png,patches_224/dataset2/fold_1/Clostridium_perfringens_07_224_672_224.png,real
dataset2,Clostridium_perfringens_07_224_224_448,Clostridium.perfringens_07,Clostridium.perfringens,1,bacilli,1,224,224,448,Dataset-Bacteria/Clostridium perfringens/07.png,patches_224/dataset2/fold_1/Clostridium_perfringens_07_224_224_448.png,real
dataset2,Clostridium_perfringens_07_224_448_448,Clostridium.perfringens_07,Clostridium.perfringens,1,bacilli,1,224,448,448,Dataset-Bacteria/Clostridium perfringens/07.png,patches_224/dataset2/fold_1/Clostridium_perfringens_07_224_448_448.png,real
dataset2,Clostridium_perfringens_07_224_672_448,Clostridium.perfringens_07,Clostridium.perfringens,1,bacilli,1,224,672,448,Dataset-Bacteria/Clostridium perfringens/07.png,patches_224/dataset2/fold_1/Clostridium_perfringens_07_224_672_448.png,real
dataset2,Clostridium_perfringens_07_224_896_448,Clostridium.perfringens_07,Clostridium.perfringens,1,bacilli,1,224,896,448,Dataset-Bacteria/Clostridium perfringens/07.png,patches_224/dataset2/fold_1/Clostridium_perfringens_07_224_896_448.png,real
dataset2,Clostridium_perfringens_07_224_224_672,Clostridium.perfringens_07,Clostridium.perfringens,1,bacilli,1,224,224,672,Dataset-Bacteria/Clostridium perfringens/07.png,patches_224/dataset2/fold_1/Clostridium_perfringens_07_224_224_672.png,real
dataset2,Clostridium_perfringens_07_224_448_672,Clostridium.perfringens_07,Clostridium.perfringens,1,bacilli,1,224,448,672,Dataset-Bacteria/Clostridium perfringens/07.png,patches_224/dataset2/fold_1/Clostridium_perfringens_07_224_448_672.png,real
dataset2,Clostridium_perfringens_07_224_672_672,Clostridium.perfringens_07,Clostridium.perfringens,1,bacilli,1,224,672,672,Dataset-Bacteria/Clostridium perfringens/07.png,patches_224/dataset2/fold_1/Clostridium_perfringens_07_224_672_672.png,real
dataset2,Clostridium_perfringens_07_224_896_672,Clostridium.perfringens_07,Clostridium.perfringens,1,bacilli,1,224,896,672,Dataset-Bacteria/Clostridium perfringens/07.png,patches_224/dataset2/fold_1/Clostridium_perfringens_07_224_896_672.png,real
dataset2,Clostridium_perfringens_07_224_448_896,Clostridium.perfringens_07,Clostridium.perfringens,1,bacilli,1,224,448,896,Dataset-Bacteria/Clostridium perfringens/07.png,patches_224/dataset2/fold_1/Clostridium_perfringens_07_224_448_896.png,real
dataset2,Clostridium_perfringens_07_224_672_896,Clostridium.perfringens_07,Clostridium.perfringens,1,bacilli,1,224,672,896,Dataset-Bacteria/Clostridium perfringens/07.png,patches_224/dataset2/fold_1/Clostridium_perfringens_07_224_672_896.png,real
dataset2,Clostridium_perfringens_15_224_224_224,Clostridium.perfringens_15,Clostridium.perfringens,1,bacilli,1,224,224,224,Dataset-Bacteria/Clostridium perfringens/15.png,patches_224/dataset2/fold_1/Clostridium_perfringens_15_224_224_224.png,real
dataset2,Clostridium_perfringens_15_224_448_224,Clostridium.perfringens_15,Clostridium.perfringens,1,bacilli,1,224,448,224,Dataset-Bacteria/Clostridium perfringens/15.png,patches_224/dataset2/fold_1/Clostridium_perfringens_15_224_448_224.png,real
dataset2,Clostridium_perfringens_15_224_672_224,Clostridium.perfringens_15,Clostridium.perfringens,1,bacilli,1,224,672,224,Dataset-Bacteria/Clostridium perfringens/15.png,patches_224/dataset2/fold_1/Clostridium_perfringens_15_224_672_224.png,real
dataset2,Clostridium_perfringens_15_224_224_448,Clostridium.perfringens_15,Clostridium.perfringens,1,bacilli,1,224,224,448,Dataset-Bacteria/Clostridium perfringens/15.png,patches_224/dataset2/fold_1/Clostridium_perfringens_15_224_224_448.png,real
dataset2,Clostridium_perfringens_15_224_448_448,Clostridium.perfringens_15,Clostridium.perfringens,1,bacilli,1,224,448,448,Dataset-Bacteria/Clostridium perfringens/15.png,patches_224/dataset2/fold_1/Clostridium_perfringens_15_224_448_448.png,real
dataset2,Clostridium_perfringens_15_224_672_448,Clostridium.perfringens_15,Clostridium.perfringens,1,bacilli,1,224,672,448,Dataset-Bacteria/Clostridium perfringens/15.png,patches_224/dataset2/fold_1/Clostridium_perfringens_15_224_672_448.png,real
dataset2,Clostridium_perfringens_15_224_896_448,Clostridium.perfringens_15,Clostridium.perfringens,1,bacilli,1,224,896,448,Dataset-Bacteria/Clostridium perfringens/15.png,patches_224/dataset2/fold_1/Clostridium_perfringens_15_224_896_448.png,real
dataset2,Clostridium_perfringens_15_224_224_672,Clostridium.perfringens_15,Clostridium.perfringens,1,bacilli,1,224,224,672,Dataset-Bacteria/Clostridium perfringens/15.png,patches_224/dataset2/fold_1/Clostridium_perfringens_15_224_224_672.png,real
dataset2,Clostridium_perfringens_15_224_448_672,Clostridium.perfringens_15,Clostridium.perfringens,1,bacilli,1,224,448,672,Dataset-Bacteria/Clostridium perfringens/15.png,patches_224/dataset2/fold_1/Clostridium_perfringens_15_224_448_672.png,real
dataset2,Clostridium_perfringens_15_224_672_672,Clostridium.perfringens_15,Clostridium.perfringens,1,bacilli,1,224,672,672,Dataset-Bacteria/Clostridium perfringens/15.png,patches_224/dataset2/fold_1/Clostridium_perfringens_15_224_672_672.png,real
dataset2,Clostridium_perfringens_15_224_896_672,Clostridium.perfringens_15,Clostridium.perfringens,1,bacilli,1,224,896,672,Dataset-Bacteria/Clostridium perfringens/15.png,patches_224/dataset2/fold_1/Clostridium_perfringens_15_224_896_672.png,real
dataset2,Clostridium_perfringens_15_224_448_896,Clostridium.perfringens_15,Clostridium.perfringens,1,bacilli,1,224,448,896,Dataset-Bacteria/Clostridium perfringens/15.png,patches_224/dataset2/fold_1/Clostridium_perfringens_15_224_448_896.png,real
dataset2,Clostridium_perfringens_15_224_672_896,Clostridium.perfringens_15,Clostridium.perfringens,1,bacilli,1,224,672,896,Dataset-Bacteria/Clostridium perfringens/15.png,patches_224/dataset2/fold_1/Clostridium_perfringens_15_224_672_896.png,real
dataset2,Clostridium_perfringens_19_224_224_224,Clostridium.perfringens_19,Clostridium.perfringens,1,bacilli,1,224,224,224,Dataset-Bacteria/Clostridium perfringens/19.png,patches_224/dataset2/fold_1/Clostridium_perfringens_19_224_224_224.png,real
dataset2,Clostridium_perfringens_19_224_448_224,Clostridium.perfringens_19,Clostridium.perfringens,1,bacilli,1,224,448,224,Dataset-Bacteria/Clostridium perfringens/19.png,patches_224/dataset2/fold_1/Clostridium_perfringens_19_224_448_224.png,real
dataset2,Clostridium_perfringens_19_224_672_224,Clostridium.perfringens_19,Clostridium.perfringens,1,bacilli,1,224,672,224,Dataset-Bacteria/Clostridium perfringens/19.png,patches_224/dataset2/fold_1/Clostridium_perfringens_19_224_672_224.png,real
dataset2,Clostridium_perfringens_19_224_224_448,Clostridium.perfringens_19,Clostridium.perfringens,1,bacilli,1,224,224,448,Dataset-Bacteria/Clostridium perfringens/19.png,patches_224/dataset2/fold_1/Clostridium_perfringens_19_224_224_448.png,real
dataset2,Clostridium_perfringens_19_224_448_448,Clostridium.perfringens_19,Clostridium.perfringens,1,bacilli,1,224,448,448,Dataset-Bacteria/Clostridium perfringens/19.png,patches_224/dataset2/fold_1/Clostridium_perfringens_19_224_448_448.png,real
dataset2,Clostridium_perfringens_19_224_672_448,Clostridium.perfringens_19,Clostridium.perfringens,1,bacilli,1,224,672,448,Dataset-Bacteria/Clostridium perfringens/19.png,patches_224/dataset2/fold_1/Clostridium_perfringens_19_224_672_448.png,real
dataset2,Clostridium_perfringens_19_224_896_448,Clostridium.perfringens_19,Clostridium.perfringens,1,bacilli,1,224,896,448,Dataset-Bacteria/Clostridium perfringens/19.png,patches_224/dataset2/fold_1/Clostridium_perfringens_19_224_896_448.png,real
dataset2,Clostridium_perfringens_19_224_224_672,Clostridium.perfringens_19,Clostridium.perfringens,1,bacilli,1,224,224,672,Dataset-Bacteria/Clostridium perfringens/19.png,patches_224/dataset2/fold_1/Clostridium_perfringens_19_224_224_672.png,real
dataset2,Clostridium_perfringens_19_224_448_672,Clostridium.perfringens_19,Clostridium.perfringens,1,bacilli,1,224,448,672,Dataset-Bacteria/Clostridium perfringens/19.png,patches_224/dataset2/fold_1/Clostridium_perfringens_19_224_448_672.png,real
dataset2,Clostridium_perfringens_19_224_672_672,Clostridium.perfringens_19,Clostridium.perfringens,1,bacilli,1,224,672,672,Dataset-Bacteria/Clostridium perfringens/19.png,patches_224/dataset2/fold_1/Clostridium_perfringens_19_224_672_672.png,real
dataset2,Clostridium_perfringens_19_224_896_672,Clostridium.perfringens_19,Clostridium.perfringens,1,bacilli,1,224,896,672,Dataset-Bacteria/Clostridium perfringens/19.png,patches_224/dataset2/fold_1/Clostridium_perfringens_19_224_896_672.png,real
dataset2,Clostridium_perfringens_19_224_448_896,Clostridium.perfringens_19,Clostridium.perfringens,1,bacilli,1,224,448,896,Dataset-Bacteria/Clostridium perfringens/19.png,patches_224/dataset2/fold_1/Clostridium_perfringens_19_224_448_896.png,real
dataset2,Clostridium_perfringens_19_224_672_896,Clostridium.perfringens_19,Clostridium.perfringens,1,bacilli,1,224,672,896,Dataset-Bacteria/Clostridium perfringens/19.png,patches_224/dataset2/fold_1/Clostridium_perfringens_19_224_672_896.png,real
dataset2,Clostridium_perfringens_36_224_224_224,Clostridium.perfringens_36,Clostridium.perfringens,1,bacilli,1,224,224,224,Dataset-Bacteria/Clostridium perfringens/36.png,patches_224/dataset2/fold_1/Clostridium_perfringens_36_224_224_224.png,real
dataset2,Clostridium_perfringens_36_224_448_224,Clostridium.perfringens_36,Clostridium.perfringens,1,bacilli,1,224,448,224,Dataset-Bacteria/Clostridium perfringens/36.png,patches_224/dataset2/fold_1/Clostridium_perfringens_36_224_448_224.png,real
dataset2,Clostridium_perfringens_36_224_672_224,Clostridium.perfringens_36,Clostridium.perfringens,1,bacilli,1,224,672,224,Dataset-Bacteria/Clostridium perfringens/36.png,patches_224/dataset2/fold_1/Clostridium_perfringens_36_224_672_224.png,real
dataset2,Clostridium_perfringens_36_224_224_448,Clostridium.perfringens_36,Clostridium.perfringens,1,bacilli,1,224,224,448,Dataset-Bacteria/Clostridium perfringens/36.png,patches_224/dataset2/fold_1/Clostridium_perfringens_36_224_224_448.png,real
dataset2,Clostridium_perfringens_36_224_448_448,Clostridium.perfringens_36,Clostridium.perfringens,1,bacilli,1,224,448,448,Dataset-Bacteria/Clostridium perfringens/36.png,patches_224/dataset2/fold_1/Clostridium_perfringens_36_224_448_448.png,real
dataset2,Clostridium_perfringens_36_224_672_448,Clostridium.perfringens_36,Clostridium.perfringens,1,bacilli,1,224,672,448,Dataset-Bacteria/Clostridium perfringens/36.png,patches_224/dataset2/fold_1/Clostridium_perfringens_36_224_672_448.png,real
dataset2,Clostridium_perfringens_36_224_896_448,Clostridium.perfringens_36,Clostridium.perfringens,1,bacilli,1,224,896,448,Dataset-Bacteria/Clostridium perfringens/36.png,patches_224/dataset2/fold_1/Clostridium_perfringens_36_224_896_448.png,real
dataset2,Clostridium_perfringens_36_224_224_672,Clostridium.perfringens_36,Clostridium.perfringens,1,bacilli,1,224,224,672,Dataset-Bacteria/Clostridium perfringens/36.png,patches_224/dataset2/fold_1/Clostridium_perfringens_36_224_224_672.png,real
dataset2,Clostridium_perfringens_36_224_448_672,Clostridium.perfringens_36,Clostridium.perfringens,1,bacilli,1,224,448,672,Dataset-Bacteria/Clostridium perfringens/36.png,patches_224/dataset2/fold_1/Clostridium_perfringens_36_224_448_672.png,real
dataset2,Clostridium_perfringens_36_224_672_672,Clostridium.perfringens_36,Clostridium.perfringens,1,bacilli,1,224,672,672,Dataset-Bacteria/Clostridium perfringens/36.png,patches_224/dataset2/fold_1/Clostridium_perfringens_36_224_672_672.png,real
dataset2,Clostridium_perfringens_36_224_896_672,Clostridium.perfringens_36,Clostridium.perfringens,1,bacilli,1,224,896,672,Dataset-Bacteria/Clostridium perfringens/36.png,patches_224/dataset2/fold_1/Clostridium_perfringens_36_224_896_672.png,real
dataset2,Clostridium_perfringens_36_224_448_896,Clostridium.perfringens_36,Clostridium.perfringens,1,bacilli,1,224,448,896,Dataset-Bacteria/Clostridium perfringens/36.png,patches_224/dataset2/fold_1/Clostridium_perfringens_36_224_448_896.png,real
dataset2,Clostridium_perfringens_36_224_672_896,Clostridium.perfringens_36,Clostridium.perfringens,1,bacilli,1,224,672,896,Dataset-Bacteria/Clostridium perfringens/36.png,patches_224/dataset2/fold_1/Clostridium_perfringens_36_224_672_896.png,real
dataset2,Clostridium_perfringens_37_224_224_224,Clostridium.perfringens_37,Clostridium.perfringens,1,bacilli,1,224,224,224,Dataset-Bacteria/Clostridium perfringens/37.png,patches_224/dataset2/fold_1/Clostridium_perfringens_37_224_224_224.png,real
dataset2,Clostridium_perfringens_37_224_448_224,Clostridium.perfringens_37,Clostridium.perfringens,1,bacilli,1,224,448,224,Dataset-Bacteria/Clostridium perfringens/37.png,patches_224/dataset2/fold_1/Clostridium_perfringens_37_224_448_224.png,real
dataset2,Clostridium_perfringens_37_224_672_224,Clostridium.perfringens_37,Clostridium.perfringens,1,bacilli,1,224,672,224,Dataset-Bacteria/Clostridium perfringens/37.png,patches_224/dataset2/fold_1/Clostridium_perfringens_37_224_672_224.png,real
dataset2,Clostridium_perfringens_37_224_224_448,Clostridium.perfringens_37,Clostridium.perfringens,1,bacilli,1,224,224,448,Dataset-Bacteria/Clostridium perfringens/37.png,patches_224/dataset2/fold_1/Clostridium_perfringens_37_224_224_448.png,real
dataset2,Clostridium_perfringens_37_224_448_448,Clostridium.perfringens_37,Clostridium.perfringens,1,bacilli,1,224,448,448,Dataset-Bacteria/Clostridium perfringens/37.png,patches_224/dataset2/fold_1/Clostridium_perfringens_37_224_448_448.png,real
dataset2,Clostridium_perfringens_37_224_672_448,Clostridium.perfringens_37,Clostridium.perfringens,1,bacilli,1,224,672,448,Dataset-Bacteria/Clostridium perfringens/37.png,patches_224/dataset2/fold_1/Clostridium_perfringens_37_224_672_448.png,real
dataset2,Clostridium_perfringens_37_224_896_448,Clostridium.perfringens_37,Clostridium.perfringens,1,bacilli,1,224,896,448,Dataset-Bacteria/Clostridium perfringens/37.png,patches_224/dataset2/fold_1/Clostridium_perfringens_37_224_896_448.png,real
dataset2,Clostridium_perfringens_37_224_224_672,Clostridium.perfringens_37,Clostridium.perfringens,1,bacilli,1,224,224,672,Dataset-Bacteria/Clostridium perfringens/37.png,patches_224/dataset2/fold_1/Clostridium_perfringens_37_224_224_672.png,real
dataset2,Clostridium_perfringens_37_224_448_672,Clostridium.perfringens_37,Clostridium.perfringens,1,bacilli,1,224,448,672,Dataset-Bacteria/Clostridium perfringens/37.png,patches_224/dataset2/fold_1/Clostridium_perfringens_37_224_448_672.png,real
dataset2,Clostridium_perfringens_37_224_672_672,Clostridium.perfringens_37,Clostridium.perfringens,1,bacilli,1,224,672,672,Dataset-Bacteria/Clostridium perfringens/37.png,patches_224/dataset2/fold_1/Clostridium_perfringens_37_224_672_672.png,real
dataset2,Clostridium_perfringens_37_224_896_672,Clostridium.perfringens_37,Clostridium.perfringens,1,bacilli,1,224,896,672,Dataset-Bacteria/Clostridium perfringens/37.png,patches_224/dataset2/fold_1/Clostridium_perfringens_37_224_896_672.png,real
dataset2,Clostridium_perfringens_37_224_448_896,Clostridium.perfringens_37,Clostridium.perfringens,1,bacilli,1,224,448,896,Dataset-Bacteria/Clostridium perfringens/37.png,patches_224/dataset2/fold_1/Clostridium_perfringens_37_224_448_896.png,real
dataset2,Clostridium_perfringens_37_224_672_896,Clostridium.perfringens_37,Clostridium.perfringens,1,bacilli,1,224,672,896,Dataset-Bacteria/Clostridium perfringens/37.png,patches_224/dataset2/fold_1/Clostridium_perfringens_37_224_672_896.png,real
dataset2,Clostridium_perfringens_41_224_224_224,Clostridium.perfringens_41,Clostridium.perfringens,1,bacilli,1,224,224,224,Dataset-Bacteria/Clostridium perfringens/41.png,patches_224/dataset2/fold_1/Clostridium_perfringens_41_224_224_224.png,real
dataset2,Clostridium_perfringens_41_224_448_224,Clostridium.perfringens_41,Clostridium.perfringens,1,bacilli,1,224,448,224,Dataset-Bacteria/Clostridium perfringens/41.png,patches_224/dataset2/fold_1/Clostridium_perfringens_41_224_448_224.png,real
dataset2,Clostridium_perfringens_41_224_672_224,Clostridium.perfringens_41,Clostridium.perfringens,1,bacilli,1,224,672,224,Dataset-Bacteria/Clostridium perfringens/41.png,patches_224/dataset2/fold_1/Clostridium_perfringens_41_224_672_224.png,real
dataset2,Clostridium_perfringens_41_224_224_448,Clostridium.perfringens_41,Clostridium.perfringens,1,bacilli,1,224,224,448,Dataset-Bacteria/Clostridium perfringens/41.png,patches_224/dataset2/fold_1/Clostridium_perfringens_41_224_224_448.png,real
dataset2,Clostridium_perfringens_41_224_448_448,Clostridium.perfringens_41,Clostridium.perfringens,1,bacilli,1,224,448,448,Dataset-Bacteria/Clostridium perfringens/41.png,patches_224/dataset2/fold_1/Clostridium_perfringens_41_224_448_448.png,real
dataset2,Clostridium_perfringens_41_224_672_448,Clostridium.perfringens_41,Clostridium.perfringens,1,bacilli,1,224,672,448,Dataset-Bacteria/Clostridium perfringens/41.png,patches_224/dataset2/fold_1/Clostridium_perfringens_41_224_672_448.png,real
dataset2,Clostridium_perfringens_41_224_224_672,Clostridium.perfringens_41,Clostridium.perfringens,1,bacilli,1,224,224,672,Dataset-Bacteria/Clostridium perfringens/41.png,patches_224/dataset2/fold_1/Clostridium_perfringens_41_224_224_672.png,real
dataset2,Clostridium_perfringens_41_224_448_672,Clostridium.perfringens_41,Clostridium.perfringens,1,bacilli,1,224,448,672,Dataset-Bacteria/Clostridium perfringens/41.png,patches_224/dataset2/fold_1/Clostridium_perfringens_41_224_448_672.png,real
dataset2,Clostridium_perfringens_49_224_224_224,Clostridium.perfringens_49,Clostridium.perfringens,1,bacilli,1,224,224,224,Dataset-Bacteria/Clostridium perfringens/49.png,patches_224/dataset2/fold_1/Clostridium_perfringens_49_224_224_224.png,real
dataset2,Clostridium_perfringens_49_224_448_224,Clostridium.perfringens_49,Clostridium.perfringens,1,bacilli,1,224,448,224,Dataset-Bacteria/Clostridium perfringens/49.png,patches_224/dataset2/fold_1/Clostridium_perfringens_49_224_448_224.png,real
dataset2,Clostridium_perfringens_49_224_224_448,Clostridium.perfringens_49,Clostridium.perfringens,1,bacilli,1,224,224,448,Dataset-Bacteria/Clostridium perfringens/49.png,patches_224/dataset2/fold_1/Clostridium_perfringens_49_224_224_448.png,real
dataset2,Clostridium_perfringens_49_224_448_448,Clostridium.perfringens_49,Clostridium.perfringens,1,bacilli,1,224,448,448,Dataset-Bacteria/Clostridium perfringens/49.png,patches_224/dataset2/fold_1/Clostridium_perfringens_49_224_448_448.png,real
dataset2,Clostridium_perfringens_49_224_672_448,Clostridium.perfringens_49,Clostridium.perfringens,1,bacilli,1,224,672,448,Dataset-Bacteria/Clostridium perfringens/49.png,patches_224/dataset2/fold_1/Clostridium_perfringens_49_224_672_448.png,real
dataset2,Clostridium_perfringens_49_224_448_672,Clostridium.perfringens_49,Clostridium.perfringens,1,bacilli,1,224,448,672,Dataset-Bacteria/Clostridium perfringens/49.png,patches_224/dataset2/fold_1/Clostridium_perfringens_49_224_448_672.png,real
dataset2,Clostridium_perfringens_50_224_224_224,Clostridium.perfringens_50,Clostridium.perfringens,1,bacilli,1,224,224,224,Dataset-Bacteria/Clostridium perfringens/50.png,patches_224/dataset2/fold_1/Clostridium_perfringens_50_224_224_224.png,real
dataset2,Clostridium_perfringens_50_224_448_224,Clostridium.perfringens_50,Clostridium.perfringens,1,bacilli,1,224,448,224,Dataset-Bacteria/Clostridium perfringens/50.png,patches_224/dataset2/fold_1/Clostridium_perfringens_50_224_448_224.png,real
dataset2,Clostridium_perfringens_50_224_224_448,Clostridium.perfringens_50,Clostridium.perfringens,1,bacilli,1,224,224,448,Dataset-Bacteria/Clostridium perfringens/50.png,patches_224/dataset2/fold_1/Clostridium_perfringens_50_224_224_448.png,real
dataset2,Clostridium_perfringens_50_224_448_448,Clostridium.perfringens_50,Clostridium.perfringens,1,bacilli,1,224,448,448,Dataset-Bacteria/Clostridium perfringens/50.png,patches_224/dataset2/fold_1/Clostridium_perfringens_50_224_448_448.png,real
dataset2,Clostridium_perfringens_50_224_672_448,Clostridium.perfringens_50,Clostridium.perfringens,1,bacilli,1,224,672,448,Dataset-Bacteria/Clostridium perfringens/50.png,patches_224/dataset2/fold_1/Clostridium_perfringens_50_224_672_448.png,real
