dataset_name,gan_image_id,fold_id,round_id,train_fold_id,test_fold_ids,binary_label,binary_group,seed,image_size,file_path,snapshot_path,source_type
dataset2,diffusion_gan_dataset2_fold1_seed20010_256,1,1,1,"2,3,4,5",0,cocci,20010,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20010.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20011_256,1,1,1,"2,3,4,5",0,cocci,20011,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20011.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20012_256,1,1,1,"2,3,4,5",0,cocci,20012,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20012.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20013_256,1,1,1,"2,3,4,5",0,cocci,20013,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20013.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20014_256,1,1,1,"2,3,4,5",0,cocci,20014,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20014.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20015_256,1,1,1,"2,3,4,5",0,cocci,20015,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20015.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20016_256,1,1,1,"2,3,4,5",0,cocci,20016,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20016.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20017_256,1,1,1,"2,3,4,5",0,cocci,20017,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20017.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20018_256,1,1,1,"2,3,4,5",0,cocci,20018,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20018.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20019_256,1,1,1,"2,3,4,5",0,cocci,20019,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20019.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20020_256,1,1,1,"2,3,4,5",0,cocci,20020,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20020.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20021_256,1,1,1,"2,3,4,5",0,cocci,20021,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20021.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20022_256,1,1,1,"2,3,4,5",0,cocci,20022,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20022.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20023_256,1,1,1,"2,3,4,5",0,cocci,20023,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20023.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20024_256,1,1,1,"2,3,4,5",0,cocci,20024,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20024.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20025_256,1,1,1,"2,3,4,5",0,cocci,20025,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20025.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20026_256,1,1,1,"2,3,4,5",0,cocci,20026,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20026.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20027_256,1,1,1,"2,3,4,5",0,cocci,20027,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20027.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20028_256,1,1,1,"2,3,4,5",0,cocci,20028,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20028.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20029_256,1,1,1,"2,3,4,5",0,cocci,20029,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20029.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20030_256,1,1,1,"2,3,4,5",0,cocci,20030,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20030.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20031_256,1,1,1,"2,3,4,5",0,cocci,20031,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20031.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20032_256,1,1,1,"2,3,4,5",0,cocci,20032,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20032.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20033_256,1,1,1,"2,3,4,5",0,cocci,20033,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20033.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20034_256,1,1,1,"2,3,4,5",0,cocci,20034,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20034.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20035_256,1,1,1,"2,3,4,5",0,cocci,20035,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20035.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20036_256,1,1,1,"2,3,4,5",0,cocci,20036,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20036.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20037_256,1,1,1,"2,3,4,5",0,cocci,20037,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20037.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20038_256,1,1,1,"2,3,4,5",0,cocci,20038,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20038.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20039_256,1,1,1,"2,3,4,5",0,cocci,20039,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20039.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20040_256,1,1,1,"2,3,4,5",0,cocci,20040,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20040.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20041_256,1,1,1,"2,3,4,5",0,cocci,20041,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20041.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20042_256,1,1,1,"2,3,4,5",0,cocci,20042,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20042.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20043_256,1,1,1,"2,3,4,5",0,cocci,20043,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20043.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20044_256,1,1,1,"2,3,4,5",0,cocci,20044,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20044.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20045_256,1,1,1,"2,3,4,5",0,cocci,20045,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20045.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20046_256,1,1,1,"2,3,4,5",0,cocci,20046,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20046.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20047_256,1,1,1,"2,3,4,5",0,cocci,20047,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20047.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20048_256,1,1,1,"2,3,4,5",0,cocci,20048,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20048.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20049_256,1,1,1,"2,3,4,5",0,cocci,20049,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20049.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20050_256,1,1,1,"2,3,4,5",0,cocci,20050,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20050.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20051_256,1,1,1,"2,3,4,5",0,cocci,20051,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20051.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20052_256,1,1,1,"2,3,4,5",0,cocci,20052,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20052.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20053_256,1,1,1,"2,3,4,5",0,cocci,20053,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20053.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20054_256,1,1,1,"2,3,4,5",0,cocci,20054,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20054.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20055_256,1,1,1,"2,3,4,5",0,cocci,20055,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20055.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20056_256,1,1,1,"2,3,4,5",0,cocci,20056,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20056.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20057_256,1,1,1,"2,3,4,5",0,cocci,20057,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20057.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20058_256,1,1,1,"2,3,4,5",0,cocci,20058,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20058.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20059_256,1,1,1,"2,3,4,5",0,cocci,20059,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20059.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20060_256,1,1,1,"2,3,4,5",0,cocci,20060,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20060.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20061_256,1,1,1,"2,3,4,5",0,cocci,20061,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20061.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20062_256,1,1,1,"2,3,4,5",0,cocci,20062,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20062.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
dataset2,diffusion_gan_dataset2_fold1_seed20063_256,1,1,1,"2,3,4,5",0,cocci,20063,256,gan_images_256/diffusion_gan/dataset2/fold_1/seed20063.png,checkpoints/40_train_diffusion_gan_make_images_dataset2/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-dg_d2_f1/network-snapshot-000200.pkl,diffusion_gan_generated
